dataset,expID,subjID,session,gender,age,edu,faEdu,moEdu,faOccu,moOccu,famIncome,subjSES,justsens_1,justsens_2,justsens_3,justsens_4,justsens_5,justsens_6,justsens_7,justsens_8,Intuitest_1,Intuitest_2,Intuitest_3,IRI_cn_1,IRI_cn_2,IRI_cn_3,IRI_cn_4,IRI_cn_5,IRI_cn_6,IRI_cn_7,IRI_cn_8,IRI_cn_9,IRI_cn_10,IRI_cn_11,IRI_cn_12,IRI_cn_13,IRI_cn_14,Relat_SE_1,Relat_SE_2,Relat_SE_3,Relat_SE_4,Relat_SE_5,Relat_SE_6,Relat_SE_7,Relat_SE_8,disgust_1,disgust_2,disgust_3,disgust_4,disgust_5,disgust_6,disgust_7,disgust_8,disgust_9,disgust_10,disgust_11,disgust_12,disgust_13,disgust_14,disgust_15,disgust_16,disgust_17,disgust_18,disgust_19,disgust_20,disgust_21,disgust_22,disgust_23,disgust_24,disgust_25,disgust_26,disgust_27,disgust_28,disgust_29,disgust_30,BelievJust_1,BelievJust_2,BelievJust_3,BelievJust_4,BelievJust_5,BelievJust_6,BelievJust_7,BelievJust_8,BelievJust_9,BelievJust_10,BelievJust_11,BelievJust_12,BelievJust_13,dist_prac1,dist_prac2,GoodNeut_4,GoodBad_1,SelfNeut_1,SelfSelf,SelfBad_1,SelfStra_1,NeutBad_1,GoodBad_2,SelfGood_1,SelfBad_2,GoodNeut_1,SelfGood_2,NeutBad_2,SelfStra_2,SelfNeut_2,GoodNeut_2,GoodBad_3,GoodBad_4,NeutBad_3,SelfGood_3,SelfStra_3,NeutBad_4,SelfNeut_3,SelfBad_3,SelfBad_4,SelfGood_4,GoodNeut_3,SelfNeut_4,SelfStra_4,BFI_A1,BFI_A2,BFI_A3,BFI_A4,BFI_A5,BFI_A6,BFI_A7,BFI_A8,BFI_A9,BFI_C1,BFI_C2,BFI_C3,BFI_C4,BFI_C5,BFI_C6,BFI_C7,BFI_C8,BFI_C9,BFI_N1,BFI_N2,BFI_N3,BFI_N4,BFI_N5,BFI_N6,BFI_N7,BFI_N8,BFI_O1,BFI_O2,BFI_O3,BFI_O4,BFI_O5,BFI_O6,BFI_O7,BFI_O8,BFI_O9,BFI_O10,BFI_E1,BFI_E2,BFI_E3,BFI_E4,BFI_E5,BFI_E6,BFI_E7,BFI_E8,MLOC1,MLOC2,MLOC3,MLOC4,MLOC5,MLOC6,MLOC7,MLOC8,MLOC9,MLOC10,MLOC11,MLOC12,MLOC13,MLOC14,MLOC15,MLOC16,MLOC17,MLOC18,MLOC19,MLOC20,MLOC21,MLOC22,MLOC23,MLOC24,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27,SES1,SES2,SES3,SES4,SES5,SES6,SES7,SES8,SES9,SES10,morId_16,morSlfImg_1,morSlfImg_2,morSlfImg_3,morSlfImg_4,morSlfImg_5,morSlfImg_6,morSlfImg_7,morSlfImg_8,morSlfImg_9,morId_1,morId_2,morId_3,morId_4,morId_5,morId_6,morId_7,morId_8,morId_9,morId_10,morId_11,morId_12,morId_13,morId_14,morId_15
4,exp5.2,5207,1,1,20,5,5,4,3,3,1350,3,3,1,2,2,2,3,4,4,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,2,2,1,1,3,1,4,4,2,3,4,4,4,4,2,1,4,3,3,4,1,1,2,4,2,4,2,5,3,5,5,5,5,5,5,6,5,5,5,100,75,74,100,60,0,75,62,76,100,25,75,26,25,74,62,62,26,100,100,26,25,62,26,62,75,75,25,74,65,61,4,4,4,4,4,3,2,2,2,4,3,2,4,4,2,4,2,4,4,4,4,4,3,3,4,3,3,2,3,2,4,3,4,3,4,4,3,3,3,3,3,4,4,4,-3,-2,1,-2,-2,-2,-3,1,2,-3,-3,1,1,-3,1,1,-3,-3,1,2,1,-2,1,-2,2,3,4,2,2,4,2,2,2,2,3,4,2,3,2,2,4,5,2,4,2,4,4,4,2,5,3,4,3,1,3,2,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5208,1,1,24,6,5,7,5,4,13000,8,5,1,2,1,0,0,3,0,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,3,3,4,2,1,2,4,2,2,4,3,2,4,2,1,3,3,4,1,4,4,2,1,4,1,4,6,6,6,5,5,6,6,6,5,6,4,5,5,73,64,30,77,23,1,65,90,52,81,22,63,35,12,71,80,19,27,76,81,51,12,89,59,3,66,71,19,34,13,79,5,2,2,1,2,3,4,2,5,4,4,4,5,4,4,5,2,4,5,5,3,5,2,2,2,2,2,2,3,2,5,1,4,2,5,3,4,3,2,2,4,2,4,2,2,2,2,2,3,2,-3,1,3,-2,-2,-2,1,-2,1,1,-3,-3,1,-3,3,-1,3,-2,2,3,2,3,1,2,4,4,2,2,4,3,2,4,4,5,3,5,2,4,4,5,5,5,2,1,3,4,4,2,4,2,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5209,1,1,22,5,3,1,1,1,500,3,4,2,2,3,1,1,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,4,2,4,2,2,4,1,4,3,4,4,4,4,3,3,4,3,2,4,4,4,4,3,4,4,2,3,4,5,5,5,5,5,4,4,3,5,4,4,3,75,89,56,75,70,2,81,44,42,81,10,88,58,7,39,41,75,63,82,75,42,10,33,39,70,85,81,11,55,30,26,4,4,4,3,3,2,2,4,3,5,4,5,5,5,4,2,2,2,4,3,3,5,4,2,2,2,3,4,4,3,4,2,3,4,4,2,3,3,3,3,3,4,5,3,3,-3,-3,2,1,1,-3,-3,2,3,-3,-2,-3,-2,-2,-2,-2,-2,-3,-2,2,-2,2,-2,2,3,2,3,1,3,3,4,2,3,3,4,2,4,3,4,2,4,3,3,2,4,5,3,3,4,2,4,3,2,3,3,3,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5210,1,1,20,5,4,3,5,4,4000,6,5,5,3,2,3,4,4,4,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,3,3,2,2,3,1,4,3,4,3,4,3,4,3,2,1,4,4,2,4,4,3,2,4,1,4,4,2,5,2,3,2,2,4,2,4,3,2,4,40,20,11,40,68,60,39,71,48,40,20,20,13,7,40,70,70,11,40,40,35,5,70,40,70,40,40,8,26,70,70,4,4,4,4,3,3,1,4,1,5,3,2,5,5,5,3,3,2,3,5,5,4,5,3,3,2,2,2,4,2,5,3,2,3,4,1,2,2,3,3,3,5,5,5,-3,2,1,-3,-2,2,-2,1,2,2,-3,1,3,1,1,1,1,-2,-2,-3,3,-3,1,1,3,3,3,3,3,3,3,2,3,3,4,3,3,3,4,4,4,4,4,5,2,2,4,4,3,3,3,3,4,3,3,2,2,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5211,1,1,21,5,2,3,4,5,2000,3,2,3,2,2,3,2,5,4,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,2,3,1,2,2,1,3,3,3,2,3,3,3,2,1,2,2,3,3,4,3,2,3,4,1,4,4,3,5,4,3,4,5,4,4,6,4,3,6,40,81,25,46,11,0,59,92,21,46,21,67,34,16,32,75,8,19,55,48,18,19,92,27,7,60,75,17,22,4,93,5,5,5,5,4,3,1,1,2,5,5,5,4,5,1,4,4,2,3,2,2,3,2,5,4,5,4,4,5,5,5,4,5,5,2,1,5,5,5,5,5,2,1,2,1,-3,-3,1,1,-3,1,-3,2,2,-2,-2,-3,1,-3,-3,-3,-3,1,1,2,-2,2,-3,4,3,5,4,3,4,4,2,3,3,4,4,2,3,4,4,5,4,3,4,4,4,5,4,2,4,4,4,4,1,4,2,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5212,1,2,20,5,2,2,2,2,3000,3,2,3,1,1,1,2,3,5,0.05,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,2,2,4,2,1,2,1,3,4,4,2,4,4,4,3,2,3,3,3,2,2,2,2,2,3,1,2,2,2,5,2,2,4,3,3,3,5,2,2,2,70,64,50,70,50,20,65,35,60,71,51,70,50,50,40,35,35,50,70,70,50,50,35,60,50,71,65,50,50,50,63,4,4,3,4,4,2,1,1,1,3,1,2,3,3,4,4,4,4,4,4,4,2,4,2,3,2,4,3,4,4,4,4,4,5,2,1,3,3,3,4,4,3,4,4,2,-3,-3,2,-3,-3,-3,1,1,1,-2,-2,1,1,-3,1,1,-3,1,-3,1,1,1,-3,2,3,3,3,2,2,4,4,2,2,3,4,2,2,2,4,4,4,2,2,2,3,4,2,3,4,3,3,3,2,3,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5213,1,2,19,5,5,5,5,4,10000,8,4,4,0,0,1,4,4,3,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,3,2,3,1,1,3,1,4,4,4,4,4,4,4,3,1,1,2,3,4,3,4,4,4,4,1,4,3,5,4,4,3,4,4,3,4,2,2,2,3,3,23,19,9,13,40,12,66,14,18,34,10,23,22,15,63,14,14,2,14,6,13,46,13,16,15,15,24,14,63,78,5,5,3,2,2,5,3,4,5,3,5,2,4,3,5,5,5,5,5,4,5,5,4,2,1,3,2,3,5,5,4,5,4,5,2,1,5,5,3,5,5,1,4,3,3,1,3,1,-3,-3,3,3,2,3,3,2,3,1,2,3,1,-2,1,1,1,2,3,-3,3,4,3,3,1,1,2,2,3,3,3,4,2,3,2,2,3,4,3,3,2,1,3,2,3,4,3,4,4,3,3,1,3,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5214,1,2,24,6,6,4,4,3,10000,6,3,4,0,1,1,0,2,1,0.1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,2,1,3,1,4,4,1,4,2,4,4,3,1,1,2,1,2,2,4,1,3,1,2,3,4,5,5,5,5,5,5,3,4,4,3,3,3,60,60,41,70,6,10,71,42,50,60,30,71,30,20,20,63,60,23,60,74,52,8,60,50,5,74,75,11,11,20,60,4,3,4,2,2,4,3,2,4,5,2,3,4,5,4,5,4,4,5,4,4,4,4,2,2,3,3,3,5,4,4,4,4,5,2,2,4,4,4,4,4,4,4,3,-3,1,-3,1,-3,1,1,-3,-3,1,-3,1,1,-2,-3,1,-3,-3,-3,1,1,1,1,-2,2,2,3,3,2,2,4,4,2,4,4,4,2,4,4,5,2,4,3,4,4,4,4,4,4,4,4,2,3,2,3,2,2,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5215,1,1,25,6,3,4,2,3,5000,4,3,1,0,0,0,2,5,3,0.05,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,1,3,1,1,4,2,3,3,4,2,3,3,3,2,1,1,2,2,3,4,1,1,1,4,2,2,5,5,4,5,5,4,4,3,4,5,6,4,5,100,100,50,100,23,0,100,20,85,100,23,100,21,20,24,21,19,22,100,100,50,22,22,20,20,100,100,23,21,20,21,4,5,5,5,4,2,2,3,1,5,5,4,5,5,3,2,2,1,2,3,2,3,3,3,4,5,4,5,5,4,5,2,4,4,3,2,4,4,3,4,5,2,3,2,1,-3,-2,1,2,-2,-3,1,1,-3,-2,-3,-3,-1,-3,1,-1,2,2,-3,2,1,2,-2,2,2,3,3,1,3,4,3,2,2,4,4,2,4,4,4,3,4,3,4,4,5,4,4,2,5,3,4,4,1,4,2,4,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5216,1,1,23,6,5,4,4,1,6000,5,3,4,0,0,0,0,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,4,1,2,1,2,2,1,3,2,4,2,3,1,3,2,1,3,3,4,2,3,3,2,2,2,1,4,5,5,5,4,4,3,4,2,3,1,1,3,1,50,60,50,50,50,50,60,50,0,50,40,60,50,40,50,50,50,50,50,50,50,40,50,50,50,40,40,40,0,50,50,4,4,3,4,3,2,3,4,2,3,1,3,3,4,2,5,4,4,3,2,5,4,4,3,3,3,4,3,2,4,4,2,4,4,3,3,4,4,3,3,3,2,4,1,1,-3,2,2,-3,1,1,1,2,2,-3,-3,1,-2,-3,1,-3,-3,1,-3,1,-3,1,-1,1,3,4,1,1,1,4,1,1,1,1,1,1,3,4,1,2,2,2,4,2,4,4,4,2,1,4,4,4,2,3,2,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5217,1,2,22,6,4,5,3,3,2500,2,0,0,0,0,3,3,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,1,4,1,4,4,1,3,4,1,2,1,1,4,1,1,1,2,4,3,4,1,1,2,3,1,1,3,3,5,5,4,4,4,4,5,5,3,5,5,4,38,1,3,3,1,47,1,1,1,1,1,2,11,1,30,1,2,2,1,2,6,25,1,1,2,31,14,34,3,17,5,3,3,4,5,1,2,4,2,3,3,2,5,3,2,4,5,2,4,4,1,2,2,4,3,5,5,5,5,5,5,3,2,5,2,1,4,5,5,5,5,2,3,2,-3,-3,1,2,-3,1,-3,-3,3,2,-3,-2,2,-1,1,-3,-3,1,-3,-2,1,1,1,-1,1,2,5,2,1,3,2,2,1,1,2,4,2,5,5,5,2,5,2,3,3,5,5,5,1,3,3,3,3,2,4,4,4,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5218,1,2,23,6,4,4,3,3,3000,7,3,3,3,2,3,3,3,3,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,4,1,1,4,1,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,2,5,5,5,4,5,5,5,5,5,5,5,5,5,97,62,62,45,31,98,57,66,91,5,87,30,4,88,58,66,21,79,74,59,12,45,28,60,3,96,6,81,54,53,5,4,4,4,4,3,3,3,3,4,4,5,4,4,3,3,2,3,3,2,2,3,3,4,4,4,4,4,5,4,4,4,4,4,3,2,4,3,4,4,4,2,3,4,2,2,-3,1,2,2,1,1,2,1,1,-3,-3,1,1,2,-3,2,1,1,1,2,2,1,2,4,3,3,2,2,4,4,3,4,4,4,3,4,3,4,3,4,2,3,4,4,4,4,3,4,3,4,4,2,4,2,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5219,1,1,20,5,4,3,4,3,2000,3,5,5,2,3,3,4,5,4,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,2,3,1,2,2,1,3,2,3,2,3,3,3,2,2,1,3,4,3,4,3,2,2,4,2,4,2,2,5,4,5,5,5,5,5,6,6,4,5,70,43,49,66,2,3,61,25,66,79,34,75,48,24,67,12,7,23,41,77,49,47,22,47,14,55,65,47,25,12,28,4,4,2,4,4,2,2,2,3,3,3,4,4,4,4,4,4,2,4,4,5,4,5,3,3,2,3,3,4,4,4,2,3,4,3,2,3,2,3,3,3,3,4,3,1,-2,-3,2,1,-3,-2,2,2,2,-3,-2,-3,-2,1,1,1,-2,-3,-1,2,2,1,-2,2,3,1,4,2,2,2,3,3,3,3,4,2,3,3,4,2,4,2,1,3,4,4,3,2,4,2,3,3,3,2,4,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5220,1,1,22,5,5,5,3,4,4000,5,4,4,3,0,1,0,4,0,0.5,2000,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,1,1,4,1,4,4,4,4,4,3,2,4,4,3,2,3,3,4,1,1,1,4,2,4,3,4,4,3,5,2,3,1,5,4,2,3,4,20,47,23,100,33,2,79,52,49,70,22,75,31,18,44,50,29,28,100,98,70,21,44,51,31,69,72,22,44,32,44,4,4,4,3,4,3,2,3,4,2,2,2,3,3,4,4,4,4,4,3,2,3,4,2,3,2,4,2,4,3,2,4,4,2,2,2,3,2,2,3,3,3,4,3,-2,1,1,-2,1,-3,-3,-3,1,-2,1,-2,-2,-2,1,-3,-2,-3,1,-3,-3,1,-3,1,3,3,2,4,4,3,3,3,2,2,2,3,3,3,4,4,3,3,3,4,3,3,4,3,3,4,4,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5221,1,1,23,5,2,2,2,2,5000,5,5,1,1,1,1,1,3,3,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,3,1,1,4,1,4,4,3,3,3,4,3,3,3,4,4,4,4,4,4,3,4,4,3,3,5,5,5,5,5,5,5,5,3,4,3,4,5,49,98,52,88,50,22,99,38,49,74,3,99,50,3,51,57,58,52,59,74,50,2,42,51,40,100,100,4,49,41,51,4,4,4,3,4,4,2,3,3,3,3,3,4,4,3,3,2,2,4,4,2,4,3,3,2,3,3,3,4,3,3,2,2,4,2,2,3,2,3,3,4,2,4,3,2,-2,-2,-3,-3,-3,-2,-2,2,2,-2,1,1,-3,-3,-3,-2,1,1,-3,2,-2,2,-2,2,4,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,4,2,3,2,4,4,4,2,4,3,4,4,1,4,3,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5222,1,1,21,5,5,5,5,4,3500,5,1,3,1,1,3,3,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,2,3,1,1,2,1,4,2,3,3,4,4,4,3,2,1,3,3,4,4,3,1,2,4,1,4,5,3,4,4,4,4,5,5,4,5,4,4,5,34,40,46,38,56,11,67,55,45,53,51,65,44,37,39,33,51,50,58,43,20,46,39,48,47,67,46,45,44,54,44,4,4,4,4,4,4,4,2,2,4,3,3,3,4,4,4,4,3,4,5,4,3,4,3,3,4,5,4,3,4,4,3,4,4,4,2,4,4,3,4,4,3,5,3,1,1,-3,1,2,1,1,1,2,1,-3,1,1,1,-3,2,1,-3,1,1,2,1,3,1,3,4,4,3,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,3,5,2,3,2,3,2,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5223,1,2,22,3,5,4,4,4,5000,7,2,1,1,1,1,1,1,1,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,2,3,2,3,3,3,3,3,3,3,2,2,2,2,4,3,4,4,2,3,4,4,4,4,4,5,5,5,5,4,5,4,5,4,4,5,100,93,27,100,25,8,100,28,95,100,17,100,36,24,78,24,28,29,100,100,79,24,52,67,52,92,100,9,22,25,33,4,4,3,4,4,2,2,3,2,4,3,3,4,4,2,3,3,2,3,2,2,3,2,3,3,3,4,3,4,4,4,4,4,4,2,1,4,3,4,4,3,3,3,4,1,-3,-3,-3,-2,2,-2,1,2,-3,1,1,-3,-2,1,1,-3,1,1,-3,2,1,2,-3,2,2,2,4,2,3,3,3,2,2,3,3,2,3,4,4,2,4,4,3,3,4,4,4,3,3,4,3,3,1,3,2,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5224,1,2,27,7,3,3,3,4,3000,3,1,2,1,1,2,2,4,4,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,2,3,2,1,4,1,4,4,2,4,4,4,4,3,3,3,3,4,3,4,3,4,3,3,3,4,5,5,5,5,4,4,5,5,5,5,4,4,5,1,50,1,1,52,1,50,50,1,1,1,50,1,1,1,50,50,1,1,50,1,1,50,1,53,50,50,1,1,50,50,5,4,5,5,5,2,3,2,3,4,4,4,5,4,4,4,3,3,4,4,3,4,3,5,3,4,4,4,4,4,4,3,5,5,4,3,4,4,4,5,4,3,4,3,2,-3,-3,2,2,-3,-3,1,-3,1,-3,-3,-3,-3,1,1,1,-3,1,-3,1,1,2,-3,3,3,2,2,2,4,4,4,2,3,2,4,2,4,3,3,3,4,3,4,4,5,5,5,3,4,4,3,3,1,3,3,3,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5225,1,1,20,5,3,3,5,5,1100,4,4,4,4,5,3,4,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,2,3,2,2,3,1,3,4,3,4,4,3,3,3,1,3,3,4,3,4,3,3,3,3,2,3,4,4,5,5,4,4,3,4,4,4,3,3,3,41,76,17,27,31,21,17,28,29,22,16,49,12,18,10,35,24,13,22,45,9,17,31,22,1,40,28,18,20,38,16,3,2,2,2,4,2,2,3,4,2,2,2,4,2,4,3,5,4,3,4,4,4,3,2,2,2,2,1,4,2,3,1,2,4,2,4,2,3,2,2,2,4,3,4,-3,1,1,1,-2,1,-2,2,2,1,1,1,1,2,-3,2,-3,-3,1,-3,2,-3,1,-2,2,2,2,2,2,2,2,4,2,2,3,2,2,2,2,5,3,4,2,2,2,2,3,4,2,2,2,3,3,3,2,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5226,1,1,21,6,4,3,3,1,2000,4,3,4,3,2,2,3,5,4,0.1,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,3,2,2,3,2,3,2,3,3,3,3,3,2,2,3,3,4,2,4,2,3,3,4,2,3,2,3,5,3,5,5,4,3,3,3,3,3,3,50,80,61,80,50,20,74,60,59,87,34,71,28,21,64,50,50,34,89,82,77,32,50,79,29,80,70,31,70,50,60,5,4,4,4,2,1,2,2,2,4,3,3,4,4,2,4,4,4,3,4,3,4,4,2,3,3,3,2,3,2,4,2,3,4,4,2,2,2,3,3,3,4,4,4,2,1,-2,-3,-3,1,-3,-3,2,-3,-2,1,1,-2,-2,2,-3,-2,-3,1,2,1,2,-3,2,2,3,3,1,2,5,4,2,2,4,4,2,2,4,4,4,4,4,3,4,4,3,3,3,4,5,3,3,2,3,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5227,1,2,24,6,2,2,1,1,4000,4,3,2,4,4,4,4,5,4,0.05,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,2,3,2,2,4,2,4,2,3,3,3,3,3,1,2,1,2,1,3,2,2,1,3,2,2,2,3,5,5,5,5,5,4,5,5,5,5,5,5,10,90,33,32,22,20,28,60,20,10,20,90,30,27,26,60,30,30,10,11,27,25,60,20,20,30,80,30,30,25,60,4,4,4,3,4,2,1,4,1,4,4,3,4,5,2,4,4,4,2,4,4,3,4,3,3,3,4,3,4,3,4,2,4,4,4,2,4,4,4,4,4,4,4,4,2,-1,-1,-1,1,-1,-1,-1,-3,2,-1,-1,1,-1,-1,-1,-1,2,2,-1,2,-1,2,-1,2,2,1,5,1,5,1,4,1,1,5,5,1,5,1,4,1,5,3,1,5,5,4,3,1,5,5,4,4,1,4,3,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
